awb,lat,lng,city,pincode,cluster
GS1008763450,19.1328548,72.813035,Mumbai,400061,20
GS1583653294,19.1189456,72.8809234,Mumbai,400059,9
GS1536618277,19.1652882,72.8470961,Mumbai,400104,17
GS1351525887,19.1935986,72.821691,Mumbai,400095,0
GS1500715921,19.0617983,72.853237,Mumbai,400051,16
GS1922291608,19.0759837,72.8776559,Mumbai,400101,10
GS1398260551,19.0763394,72.8674712,Mumbai,400098,16
GS1825807103,19.2146102,72.8323583,Mumbai,400067,0
GS1124831163,19.1380383,72.8085575,Mumbai,400061,20
GS1560275644,19.1954727,72.9652491,Mumbai,400602,7
GS2023345261,19.14187622,72.80506134,Mumbai,400061,20
GS2023345261,19.14187622,72.80506134,Mumbai,400061,20
GS2053315257,19.07117,72.86363,Mumbai,400098,16
GS1764153995,19.1766608,72.9557223,Mumbai,400080,7
GS1026550364,19.2245343,72.960792,Mumbai,400610,7
GS2042331752,18.9930291,72.8476911,Mumbai,400015,40
GS1439247614,19.1394037,72.8574205,Mumbai,400060,17
GS1769727328,19.04550743,72.86334991,Mumbai,400022,16
GS1871561364,19.1351931,72.8241155,Mumbai,400053,6
GS1834855582,18.967185,72.8156937,Mumbai,400007,8
GS1073592848,19.2204914,72.8411572,Mumbai,400092,12
GS1150918894,19.0188958,72.8422075,Mumbai,400028,40
GS2019792903,19.0852024,72.9139963,Mumbai,400075,10
GS1672510694,19.1004287,72.88607,Mumbai,400072,10
GS1237300679,18.9785529,72.8133288,Mumbai,400034,8
BZPPL00941981,19.1288543,72.869429,Mumbai,400069,17
GS2105666561,19.1235055,72.8509248,Mumbai,400069,6
GS1047407168,19.217198,72.8702172,Mumbai,400066,12
GS1358933828,18.9542964,72.8032227,Mumbai,400006,11
GS1572884098,18.9519818,72.8276265,Mumbai,400002,40
GS1266115201,19.2106175,72.8254915,Mumbai,400006,34
GS1909390513,18.99488449,72.83937836,Mumbai,400012,40
GS1907822969,19.1055037,72.8412605,Mumbai,400056,9
GS1805280588,19.27067807,72.9692173,Mumbai,400615,14
GS1160899983,19.0666318,72.8334279,Mumbai,400052,16
GS1345854103,18.906491,72.816388,Mumbai,400005,11
GS1262289695,19.0571268,72.9117835,Mumbai,400071,19
GS1908543749,19.2120203,72.9547578,Mumbai,400606,7
GS1687208384,19.252483,72.849757,Mumbai,400011,12
GS1348295480,19.2050447,72.9994986,Mumbai,400605,15
GS2078659027,19.1139043,72.9181878,Mumbai,400079,10
GS2078659027,19.1139043,72.9181878,Mumbai,400079,10
GS1452477107,19.1405645,72.8562416,Mumbai,400060,17
GS2069481638,19.2386941,72.9774282,Mumbai,400607,3
GS1267187515,19.0759837,72.8776559,Mumbai,400009,10
GS1229238091,19.2256351,72.8619463,Mumbai,400066,12
GS1078483896,19.0383876,72.9106433,Mumbai,400094,19
GS1325660519,19.0393685,72.9167132,Mumbai,400094,19
GS1787674488,18.9651422,72.8162522,Mumbai,400007,8
GS1304002937,19.179722,72.966685,Mumbai,400603,15
GS1497449723,19.2618208,72.9826384,Mumbai,400607,14
GS1509048756,19.0369235,72.8500255,Mumbai,400019,16
GS2033361716,19.0764259,72.8289777,Mumbai,400052,16
GS1563938186,19.1918026,72.8350918,Mumbai,400064,0
BZPPL00910312,19.1582728,72.9454583,Mumbai,400078,7
GS1138229920,19.0623723,72.9296373,Mumbai,400043,19
GS1871561364,19.1351931,72.8241155,Mumbai,400053,6
GS1795161567,19.1196042,72.8833295,Mumbai,400059,9
GS1391785957,19.2011423,72.8249668,Mumbai,400095,0
GS1130188104,19.1047356,72.8359763,Mumbai,400056,16
GS1721645930,19.0799553,72.8295235,Mumbai,400054,16
GS1358435293,19.1621993,72.8570161,Mumbai,400063,17
GS1087188465,19.2086777,72.8774859,Mumbai,400101,17
GS1087188465,19.2086777,72.8774859,Mumbai,400101,17
GS1583653294,19.1189456,72.8809234,Mumbai,400059,9
GS1653132202,19.0200561,72.8460392,Mumbai,400014,40
GS1188734632,19.1980427,72.8737196,Mumbai,400101,17
GS1133078239,19.1525393,72.9326503,Mumbai,400078,7
GS1133078239,19.1525393,72.9326503,Mumbai,400078,7
GS1799177067,19.0284944,72.8518479,Mumbai,400019,16
GS1772455281,19.1307967,72.8375282,Mumbai,400053,6
GS2093581455,19.128677,72.8244957,Mumbai,400053,6
GS1365462920,19.1689759,72.8718672,Mumbai,400063,17
GS1676999140,19.0504375,72.8246376,Mumbai,400050,16
GS1072993272,19.1393183,72.811335,Mumbai,400061,20
GS1312796859,19.1198926,72.894327,Mumbai,400072,10
GS1748751342,19.1018031,72.8903525,Mumbai,400072,10
GS1312796859,19.1198926,72.894327,Mumbai,400072,10
GS1212302507,19.207684,72.9538076,Mumbai,400606,7
GS1002250755,19.0839385,72.90321,Mumbai,400086,10
GS1133078239,19.1525393,72.9326503,Mumbai,400078,7
GS1133078239,19.1525393,72.9326503,Mumbai,400078,7
GS1304027213,19.1041891,72.9161575,Mumbai,400089,10
GS1705554730,19.0770751,72.842554,Mumbai,400055,16
GS1124977641,19.033078,72.870936,Mumbai,400037,1
GS2147135163,19.02187157,72.84358215,Mumbai,400028,40
GS1916673059,18.9755612,72.8312593,Mumbai,400022,40
GS1581033142,19.011325,72.846748,Mumbai,400014,40
GS1011852722,18.9579573,72.8231858,Mumbai,400004,40
GS1076366200,19.107781,72.836766,Mumbai,400049,9
GS2065542796,19.26686336,72.96073917,Mumbai,400615,13
GS1475978330,19.259673,72.976817,Mumbai,400607,14
GS1407776088,19.1891966,72.9537629,Mumbai,400604,7
GS1085197496,19.1331076,72.8463784,Mumbai,400102,6
GS1657892854,19.2228,72.86,Mumbai,400066,12
GS1633543715,19.1719589,72.8807167,Mumbai,400065,17
GS1367357277,19.1096676,72.8759465,Mumbai,400059,9
GS1871940794,19.2371644,72.8730472,Mumbai,400066,12
GS1071344207,19.1056134,72.91763,Mumbai,400079,10
GS1622227061,19.2140024,72.831977,Mumbai,400067,0
GS1676999140,19.0504375,72.8246376,Mumbai,400050,16
GS1802798935,19.2652286,72.972729,Mumbai,400615,14
GS1366391570,18.941034,72.8274361,Mumbai,400020,11
GS1551510155,19.1878646,72.851467,Mumbai,400097,17
GS2066096271,19.0624433,72.8241692,Mumbai,400053,16
GS1916673059,18.9755612,72.8312593,Mumbai,400022,40
GS1984375260,19.2115863,72.8435397,Mumbai,400067,12
GS1984375260,19.2115863,72.8435397,Mumbai,400067,12
GS1084569242,19.130928,72.8153821,Mumbai,400061,6
GS1848117245,19.1160025,72.8473954,Mumbai,400069,9
GS1054567820,19.1098585,72.8588144,Mumbai,400099,9
GS1738598885,19.1302903,72.8200666,Mumbai,400053,6
GS1517691367,19.1523575,72.8391778,Mumbai,400104,17
GS1219040975,19.02464485,72.84539032,Mumbai,400028,16
GS1384340949,19.208258,72.9610136,Mumbai,400606,7
GS1967743041,19.0401062,72.8530941,Mumbai,400017,16
GS2086096726,19.1299116,72.8535784,Mumbai,400060,17
GS2144374785,19.1379905,72.8590515,Mumbai,400060,17
GS1616153040,19.0520779,72.870864,Mumbai,400022,9
GS1741179432,19.209688,72.8713018,Mumbai,400101,17
GS1917895905,19.1194659,72.882955,Mumbai,400059,9
GS1338661380,19.2165164,72.8527791,Mumbai,400092,12
GS1636451759,19.2128073,72.830523,Mumbai,400066,0
GS2021108586,19.221863,72.8465412,Mumbai,400092,12
GS1613826248,19.1372291,72.8691645,Mumbai,400051,17
GS1613826248,19.1372291,72.8691645,Mumbai,400051,17
GS1279374460,19.0802687,72.8883276,Mumbai,400070,10
GS2012346147,18.9099285,72.8159657,Mumbai,400005,11
GS1006995762,19.068394,72.9022944,Mumbai,400089,10
GS1197710458,19.06970978,72.87651062,Mumbai,400070,10
GS2135769865,18.9587321,72.8200554,Mumbai,400004,40
GS1738598885,19.1302903,72.8200666,Mumbai,400053,6
GS1199657022,19.1207673,72.8845933,Mumbai,400059,9
GS1919084180,19.1951432,72.8337392,Mumbai,400064,0
GS1262289695,19.0571268,72.9117835,Mumbai,400071,19
GS2023345261,19.14187622,72.80506134,Mumbai,400061,20
GS2023345261,19.14187622,72.80506134,Mumbai,400061,20
GS1544968597,19.09384739,72.9133945,Mumbai,400086,10
GS1324325700,19.0442441,72.8579065,Mumbai,400017,16
GS1403741000,19.11332893,72.88332367,Mumbai,400059,9
GS1398260551,19.0763394,72.8674712,Mumbai,400098,16
GS1469525726,19.1146304,72.8726975,Mumbai,400059,9
GS1683389842,19.0335841,72.9304431,Mumbai,400094,19
GS1120586936,19.0804949,72.857347,Mumbai,400055,16
GS1207885628,19.0822497,72.8489089,Mumbai,400055,16
GS1434481705,19.19502449,72.81900024,Mumbai,400095,0
GS1119585713,19.1871922,72.9403267,Mumbai,400080,7
GS1278450352,19.1191797,72.9023551,Mumbai,400076,10
GS1162625969,19.2233241,72.9590395,Mumbai,400610,7
GS1147614572,19.2295226,72.8239582,Mumbai,400091,34
GS1102535679,19.0851996,72.8879158,Mumbai,400070,10
GS1304027213,19.1041891,72.9161575,Mumbai,400089,10
GS1417318072,18.9242223,72.8335415,Mumbai,400070,11
GS1812112426,19.0486985,72.9142607,Mumbai,400088,19
GS1586704493,19.2113592,72.9714811,Mumbai,400607,7
GS1201298980,19.1181505,72.8567161,Mumbai,400093,9
GS1577039557,18.987553,72.8359989,Mumbai,400012,40
GS2078659027,19.1139043,72.9181878,Mumbai,400079,10
GS2078659027,19.1139043,72.9181878,Mumbai,400079,10
GS1980927848,18.9685336,72.8197998,Mumbai,400008,40
GS1984375260,19.2115863,72.8435397,Mumbai,400067,12
GS1984375260,19.2115863,72.8435397,Mumbai,400067,12
GS1985933268,18.9406526,72.8379274,Mumbai,400001,11
GS1521256982,19.1634101,72.9549658,Mumbai,400081,7
GS1052454428,19.1605311,72.9445718,Mumbai,400080,7
GS1581033142,19.011325,72.846748,Mumbai,400014,40
GS2002814726,19.0503488,72.9063581,Mumbai,400071,10
GS1221576894,19.1763968,72.959976,Mumbai,400080,7
GS1678545905,19.206103,72.834753,Mumbai,400067,0
GS1977912742,19.1125938,72.8852179,Mumbai,400059,10
GS1159574377,18.9608749,72.8169461,Mumbai,400008,8
GS1376696890,19.0614073,72.9258989,Mumbai,400043,19
GS1269181239,19.1780344,72.9472562,Mumbai,400080,7
GS1269181239,19.1780344,72.9472562,Mumbai,400080,7
GS1412036060,18.965157,72.8272998,Mumbai,400008,40
GS1898809418,18.9172639,72.8246344,Mumbai,400005,11
GS1385723080,19.1041771,72.8825165,Mumbai,400059,10
GS1048358479,18.9716435,72.8374684,Mumbai,400010,40
GS1297294589,18.9637524,72.8158024,Mumbai,400007,8
GS2101418737,19.0772016,72.8364128,Mumbai,400054,16
GS1005721287,19.2251749,72.8551641,Mumbai,400092,12
GS1245433416,19.2172768,72.8476646,Mumbai,400092,12
GS2041381133,19.21710205,72.84640503,Mumbai,400092,12
GS1899756839,19.1222865,72.8906575,Mumbai,400072,4
GS1962588845,19.1702948,72.8717633,Mumbai,400063,17
GS1962588845,19.1702948,72.8717633,Mumbai,400063,17
GS2098028337,18.9663534,72.8190221,Mumbai,400008,40
GS1658003044,19.1287432,72.8256276,Mumbai,400037,6
GS1993180484,19.1478687,72.8320213,Mumbai,400058,6
GS1993180484,19.1478687,72.8320213,Mumbai,400058,6
GS1578591495,19.1949677,72.9994178,Mumbai,400605,15
GS1578591495,19.1949677,72.9994178,Mumbai,400605,15
GS1100814881,19.0400488,72.8666136,Mumbai,400022,9
GS1403741000,19.11332893,72.88332367,Mumbai,400059,9
GS1922945238,19.2334047,72.9898806,Mumbai,400607,3
GS1557360474,19.07022285,72.83303833,Mumbai,400052,16
GS2144374785,19.1379905,72.8590515,Mumbai,400060,17
GS1743574013,19.0776132,72.8420795,Mumbai,400055,16
GS1157560481,19.1133683,72.8432859,Mumbai,400058,9
GS1267201080,19.0137872,72.8558173,Mumbai,400031,40
GS1245789330,19.0412178,72.8612405,Mumbai,400022,16
GS1245789330,19.0412178,72.8612405,Mumbai,400022,16
GS1625245559,19.1291373,72.9158678,Mumbai,400076,4
GS1162692193,19.0035047,72.8418388,Mumbai,400012,40
GS1387626515,19.0628297,72.8481274,Mumbai,400051,16
GS1592356590,19.2509653,72.9806496,Mumbai,400607,13
GS1671298684,19.1638379,72.9483223,Mumbai,400080,7
GS1531568479,19.2104672,72.8636993,Mumbai,400101,12
GS1718577681,19.236182,72.8642216,Mumbai,400066,12
GS2071624370,19.1737511,72.8822212,Mumbai,400097,17
GS1979041760,19.2433406,72.8475869,Mumbai,400103,12
GS1034851890,19.0493093,72.8593932,Mumbai,400017,16
GS1427107440,19.08095741,72.85610199,Mumbai,400055,16
GS1427107440,19.08095741,72.85610199,Mumbai,400055,16
GS1944758615,19.0519864,72.8847779,Mumbai,400071,10
GS1328557252,19.2158464,72.8378447,Mumbai,400067,12
GS1328557252,19.2158464,72.8378447,Mumbai,400067,12
GS1485582103,19.088089,72.8931345,Mumbai,400086,10
GS1539920668,18.9906563,72.8372887,Mumbai,400012,40
GS2139620911,19.0693956,72.8370084,Mumbai,400052,16
GS2020763864,19.063506,72.8613779,Mumbai,400092,16
GS1123167968,19.0634143,73.0111941,Mumbai,400053,24
GS1449197417,19.1246529,72.8457784,Mumbai,400058,6
GS1617583791,19.211969,72.8669862,Mumbai,400101,12
GS1617583791,19.211969,72.8669862,Mumbai,400101,12
GS1044753714,19.1987117,72.9745479,Mumbai,400601,15
GS1269181239,19.1780344,72.9472562,Mumbai,400080,7
GS1269181239,19.1780344,72.9472562,Mumbai,400080,7
GS1750546195,19.0069874,72.8251453,Mumbai,400030,40
GS2000786010,19.21216202,72.83657837,Mumbai,400067,12
GS1516536315,19.1868386,72.8312361,Mumbai,400064,0
GS1516536315,19.1868386,72.8312361,Mumbai,400064,0
GS1516536315,19.1868386,72.8312361,Mumbai,400064,0
GS1622374436,18.9705025,72.8390416,Mumbai,400027,40
GS1087188465,19.2086777,72.8774859,Mumbai,400101,17
GS1087188465,19.2086777,72.8774859,Mumbai,400101,17
GS1842920528,19.0018843,72.8477699,Mumbai,400053,40
GS2116690808,19.083949,72.836469,Mumbai,400054,16
GS1422498109,19.2488922,72.8695165,Mumbai,400601,12
GS1444894908,19.0597427,72.8989481,Mumbai,400089,10
GS1644571985,19.123945,72.8615483,Mumbai,400093,9
GS1516536315,19.1868386,72.8312361,Mumbai,400064,0
GS1516536315,19.1868386,72.8312361,Mumbai,400064,0
GS1516536315,19.1868386,72.8312361,Mumbai,400064,0
GS1993180484,19.1478687,72.8320213,Mumbai,400058,6
GS1993180484,19.1478687,72.8320213,Mumbai,400058,6
GS1133078239,19.1525393,72.9326503,Mumbai,400078,7
GS1133078239,19.1525393,72.9326503,Mumbai,400078,7
GS1328557252,19.2158464,72.8378447,Mumbai,400067,12
GS1328557252,19.2158464,72.8378447,Mumbai,400067,12
GS1921172035,19.1207373,72.8924392,Mumbai,400072,4
GS1179572828,19.2151639,72.8676397,Mumbai,400066,12
GS1317145680,19.0497708,72.9323585,Mumbai,400043,19
GS1090761794,19.2151413,72.8341492,Mumbai,400067,12
GS1090761794,19.2151413,72.8341492,Mumbai,400067,12
GS2046812215,19.1668364,72.9450185,Mumbai,400080,7
GS1815669496,19.1187114,72.8419982,Mumbai,400058,6
GS2034988455,19.1871192,72.859329,Mumbai,400097,17
GS1664134643,19.1628534,72.8568129,Mumbai,400063,17
GS1314476927,19.1722306,72.8564364,Mumbai,400063,17
GS1883640105,19.0572684,72.927867,Mumbai,400043,19
GS1516536315,19.1868386,72.8312361,Mumbai,400064,0
GS1516536315,19.1868386,72.8312361,Mumbai,400064,0
GS1516536315,19.1868386,72.8312361,Mumbai,400064,0
GS1147125528,19.0480952,72.9110666,Mumbai,400088,19
GS2144837652,19.0993653,72.8859395,Mumbai,400072,10
GS1563520653,19.2660464,72.9845498,Mumbai,400607,14
GS1076170941,19.1880725,72.9752864,Mumbai,400602,15
GS1644170017,19.1832048,72.9789194,Mumbai,400603,15
GS1837818413,19.2342919,72.9916399,Mumbai,400607,3
GS1342138682,19.20318031,72.9730835,Mumbai,400601,7
GS1809973108,18.9950657,72.8333833,Mumbai,400013,40
GS1539695359,19.102286,72.9126455,Mumbai,400079,10
GS1527995834,19.0232605,72.8402057,Mumbai,400028,16
GS2064536574,19.1354414,72.860552,Mumbai,400060,17
GS2115754206,19.09587,72.8877994,Mumbai,400042,10
GS2100516768,19.1538778,72.8556666,Mumbai,400063,17
GS1481650455,19.1368229,72.9127528,Mumbai,400076,4
GS1711260451,19.1109912,72.8967595,Mumbai,400095,10
GS1184919629,19.2215408,72.8571789,Mumbai,400066,12
GS1257197783,19.2115516,72.8314913,Mumbai,400067,0
GS1257197783,19.2115516,72.8314913,Mumbai,400067,0
GS1809973108,18.9950657,72.8333833,Mumbai,400013,40
GS1543919479,19.1113556,72.8745029,Mumbai,400059,9
GS1730154864,19.2181714,72.9582367,Mumbai,400606,7
GS1633354147,18.971753,72.8338927,Mumbai,400010,40
GS1633354147,18.971753,72.8338927,Mumbai,400010,40
GS1570823916,19.0759837,72.8776559,Mumbai,400005,10
GS1690631657,19.2334047,72.9898806,Mumbai,400607,3
BZPPL00941217,19.1840208,72.9513545,Mumbai,400607,7
GS1268935557,19.1786936,72.8633528,Mumbai,400097,17
GS1465425195,19.0805272,72.8895237,Mumbai,400043,10
GS1215952802,19.180992,72.8350035,Mumbai,400064,17
GS1241349313,18.96812057,72.82569885,Mumbai,400008,40
GS1182318750,18.964988,72.827413,Mumbai,400002,40
GS1246542088,19.1081288,72.8794774,Mumbai,400059,10
GS1246542088,19.1081288,72.8794774,Mumbai,400059,10
GS1160238624,19.1055301,72.8986004,Mumbai,400072,10
GS1143562458,19.1770053,72.971069,Mumbai,400603,15
GS1143562458,19.1770053,72.971069,Mumbai,400603,15
GS1483565633,19.0894897,72.915035,Mumbai,400075,10
GS1037088895,19.1611442,72.9439804,Mumbai,400078,7
GS1261438411,18.9631063,72.825937,Mumbai,400008,40
GS1964975478,19.0613432,72.8370776,Mumbai,400050,16
GS1495409637,19.0685484,72.8290357,Mumbai,400050,16
GS1041800217,19.2083628,73.0139757,Mumbai,400605,15
GS1802299295,19.2037944,72.8210831,Mumbai,400095,34
GS1951793141,19.0205521,72.8326033,Mumbai,400028,16
GS1951793141,19.0205521,72.8326033,Mumbai,400028,16
GS1240925762,19.0194223,72.8513402,Mumbai,400014,40
GS1704670785,19.225718,72.8575894,Mumbai,400066,12
GS1753555799,19.0896868,72.9125383,Mumbai,400075,10
GS1338607358,19.1182719,72.838911,Mumbai,400058,6
GS1887236273,19.1789507,72.8338469,Mumbai,400066,17
GS1727497502,19.2121647,72.8660855,Mumbai,400101,12
GS1488762409,19.2091713,72.98783875,Mumbai,400601,7
GS1690349728,19.0551683,72.8986862,Mumbai,400071,10
GS1008978564,18.9924132,72.8547164,Mumbai,400015,40
GS1916711175,19.047161,72.86896,Mumbai,400022,9
GS1236172960,19.1341202,72.8562212,Mumbai,400060,17
GS1575661404,19.1478402,72.8570714,Mumbai,400065,17
GS1309671738,19.130461,72.8656733,Mumbai,400093,17
GS1166294344,19.11301613,72.93287659,Mumbai,400083,10
GS1635010358,18.9067031,72.8147123,Mumbai,400005,11
GS1835353189,19.0756805,72.9103664,Mumbai,400077,10
GS2052002497,19.1661395,72.8372813,Mumbai,400104,17
BZPPL00942066,19.0551249,72.8272688,Mumbai,400050,16
GS1283057771,19.1876869,72.970909,Mumbai,400602,15
GS1641411188,19.0670725,72.9223239,Mumbai,400043,19
GS1462838659,19.2150291,72.8623481,Mumbai,400101,12
GS2115754206,19.09587,72.8877994,Mumbai,400042,10
GS1858170192,19.0876101,72.8347351,Mumbai,400054,16
GS1257775516,19.2491384,72.85015,Mumbai,400103,12
GS2052002497,19.1661395,72.8372813,Mumbai,400104,17
GS1171171362,19.0947081,72.8401933,Mumbai,400056,16
GS1422067534,19.1828917,72.8577666,Mumbai,400097,17
GS1422067534,19.1828917,72.8577666,Mumbai,400097,17
GS1422067534,19.1828917,72.8577666,Mumbai,400097,17
GS1152394721,19.021776,72.898919,Mumbai,400071,1
GS1370377081,19.1493333,72.9259461,Mumbai,400078,2
GS1321389791,19.1449637,72.8416671,Mumbai,400102,17
GS1148287288,19.2161537,72.8687005,Mumbai,400066,12
GS1802299295,19.2037944,72.8210831,Mumbai,400095,34
BZPPL00960888,19.2014843,72.8651345,Mumbai,400101,17
GS1005851290,19.1617149,72.8872699,Mumbai,400065,17
GS1005851290,19.1617149,72.8872699,Mumbai,400065,17
GS1604600852,19.2591372,72.9844401,Mumbai,400607,14
GS1327747160,19.00748062,72.84842682,Mumbai,400012,40
GS1327747160,19.00748062,72.84842682,Mumbai,400012,40
GS1327747160,19.00748062,72.84842682,Mumbai,400012,40
GS1327747160,19.00748062,72.84842682,Mumbai,400012,40
GS1959782799,19.1538778,72.8556666,Mumbai,400063,17
GS1685683612,19.0573423,72.8823089,Mumbai,400097,10
GS1685683612,19.0573423,72.8823089,Mumbai,400097,10
GS1244156810,19.1691291,72.8515676,Mumbai,400063,17
GS1257197783,19.2115516,72.8314913,Mumbai,400067,0
GS1257197783,19.2115516,72.8314913,Mumbai,400067,0
GS1172998301,18.9562462,72.8295542,Mumbai,400002,40
GS1543919479,19.1113556,72.8745029,Mumbai,400059,9
GS1215451222,18.9684433,72.8414549,Mumbai,400010,40
GS1128499027,19.05165063,72.91856278,Mumbai,400088,19
GS1128499027,19.05165063,72.91856278,Mumbai,400088,19
GS1128499027,19.05165063,72.91856278,Mumbai,400088,19
GS1128499027,19.05165063,72.91856278,Mumbai,400088,19
GS1919779145,19.1398917,72.89586,Mumbai,400087,17
GS1592530534,19.1289496,72.930686,Mumbai,400042,2
GS2039450003,19.2591372,72.9844401,Mumbai,400607,14
GS1857656085,19.1688474,72.9366443,Mumbai,400080,7
GS1327747160,19.00748062,72.84842682,Mumbai,400012,40
GS1327747160,19.00748062,72.84842682,Mumbai,400012,40
GS1327747160,19.00748062,72.84842682,Mumbai,400012,40
GS1327747160,19.00748062,72.84842682,Mumbai,400012,40
GS1048248070,19.1710445,72.8822799,Mumbai,400097,17
GS1865013624,19.1676712,72.8533783,Mumbai,400063,17
GS1424872165,19.0282047,72.8437552,Mumbai,400016,16
GS1849693769,19.0931929,72.8519109,Mumbai,400099,16
GS1042130099,19.0732155,72.8252838,Mumbai,400052,16
GS1326469572,19.19714463,72.80833103,Mumbai,400095,34
GS1326469572,19.19714463,72.80833103,Mumbai,400095,34
GS1258707184,19.119358,72.9017318,Mumbai,400076,10
GS1595560579,19.2177147,72.8465597,Mumbai,400092,12
GS1321389791,19.1449637,72.8416671,Mumbai,400102,17
GS1321389791,19.1449637,72.8416671,Mumbai,400102,17
GS1876260657,19.13955307,72.87148263,Mumbai,400065,17
GS2041540990,19.2288009,72.8413242,Mumbai,400091,12
GS1683301422,19.1286536,72.8598553,Mumbai,400093,17
GS2041190514,19.1954365,72.9915689,Mumbai,400605,15
GS1338476850,19.1837735,72.9780615,Mumbai,400603,15
GS1602030355,19.0391258,72.8796547,Mumbai,400037,9
GS1396574878,19.0239533,72.8539019,Mumbai,400019,40
GS1396574878,19.0239533,72.8539019,Mumbai,400019,40
GS1068121580,19.22344,72.8486025,Mumbai,400092,12
GS1907423011,19.07614136,72.82167816,Mumbai,400052,16
GS1907423011,19.07614136,72.82167816,Mumbai,400052,16
GS1907423011,19.07614136,72.82167816,Mumbai,400052,16
GS1625200880,18.9714697,72.8436227,Mumbai,400010,40
GS1663069330,19.18349075,72.85852814,Mumbai,400097,17
GS1169595326,18.9478635,72.8406554,Mumbai,400001,40
GS1877221591,19.1875159,72.8466242,Mumbai,400064,17
GS1923800328,19.1461361,72.8458145,Mumbai,400102,17
GS1677894650,19.2108314,72.874741,Mumbai,400101,17
GS1482973272,19.1148834,72.8364189,Mumbai,400049,6
GS1418158478,19.3869307,72.8278741,Mumbai,400067,33
GS1728834282,19.1401581,72.8055723,Mumbai,400061,20
BZPPL00938261,18.9487379,72.8288826,Mumbai,400002,40
GS1065386929,19.0378829,72.8488483,Mumbai,400019,16
GS1065386929,19.0378829,72.8488483,Mumbai,400019,16
GS1065386929,19.0378829,72.8488483,Mumbai,400019,16
GS1449198682,19.2313272,72.8267128,Mumbai,400092,34
GS1060521347,19.1255222,72.8391606,Mumbai,400053,6
GS1907423011,19.07614136,72.82167816,Mumbai,400052,16
GS1907423011,19.07614136,72.82167816,Mumbai,400052,16
GS1907423011,19.07614136,72.82167816,Mumbai,400052,16
GS1768313152,19.1989078,72.994058,Mumbai,400605,15
GS1965178919,19.0759837,72.8776559,Mumbai,400035,10
GS1148879725,19.0453781,72.9017824,Mumbai,400071,10
GS1497583475,19.2145098,72.872559,Mumbai,400101,12
GS2097219984,18.9416448,72.8275918,Mumbai,400020,11
GS1128499027,19.05165063,72.91856278,Mumbai,400088,19
GS1128499027,19.05165063,72.91856278,Mumbai,400088,19
GS1144136201,19.1901176,72.8193523,Mumbai,400095,20
GS1893052084,19.2437276,72.9774282,Mumbai,400607,3
GS1226076015,19.0578669,72.843154,Mumbai,400051,16
GS1625200880,18.9714697,72.8436227,Mumbai,400010,40
GS1624014601,18.9667387,72.8282502,Mumbai,400008,40
GS1031542192,18.9622027,72.8360935,Mumbai,400009,40
GS1907423011,19.07614136,72.82167816,Mumbai,400052,16
GS1907423011,19.07614136,72.82167816,Mumbai,400052,16
GS1907423011,19.07614136,72.82167816,Mumbai,400052,16
GS1919130920,19.1640043,72.8649055,Mumbai,400063,17
GS1244246528,19.2060895,72.8224258,Mumbai,400067,34
GS1388404166,19.2622294,72.9676741,Mumbai,400615,14
GS1428133622,19.2093196,72.8392879,Mumbai,400067,12
GS1426166230,19.032012,72.8401043,Mumbai,400016,16
GS1254877372,19.0007638,72.8198328,Mumbai,400030,40
GS1685683612,19.0573423,72.8823089,Mumbai,400097,10
GS1685683612,19.0573423,72.8823089,Mumbai,400097,10
GS1894639711,18.9781722,72.8199024,Mumbai,400034,40
GS2116122640,19.2068422,72.9569389,Mumbai,400606,7
GS1262586193,19.2279116,72.8446937,Mumbai,400092,12
GS1791546537,19.1276319,72.8316064,Mumbai,400058,6
GS1489921680,19.2151613,72.8670096,Mumbai,400066,12
GS1489921680,19.2151613,72.8670096,Mumbai,400066,12
GS2044455140,19.217179,72.866723,Mumbai,400066,12
GS1630681817,18.9616098,72.8334831,Mumbai,400070,40
GS1489921680,19.2151613,72.8670096,Mumbai,400066,12
GS1489921680,19.2151613,72.8670096,Mumbai,400066,12
GS1542673160,19.02206053,72.86333844,Mumbai,400037,40
GS2098931156,18.962424,72.836428,Mumbai,400009,40
GS1332229056,19.0570979,72.8280818,Mumbai,400050,16
GS1259427288,19.0861296,72.9126853,Mumbai,400075,10
GS1703979730,19.2168756,72.8379506,Mumbai,400067,12
GS1410185878,19.1062205,72.8403779,Mumbai,400056,9
GS1628115724,19.1993195,72.8446332,Mumbai,400067,0
GS1628115724,19.1993195,72.8446332,Mumbai,400067,0
GS1711559026,18.9029714,72.8153306,Mumbai,400005,11
GS1694767550,19.249263,72.8508063,Mumbai,400103,12
GS1326469572,19.19714463,72.80833103,Mumbai,400095,34
GS1326469572,19.19714463,72.80833103,Mumbai,400095,34
GS1633575386,19.2170633,72.865675,Mumbai,400066,12
GS1390726808,19.0302575,72.8980686,Mumbai,400074,1
GS1430764864,19.0455034,72.8430551,Mumbai,400005,16
GS1430764864,19.0455034,72.8430551,Mumbai,400005,16
GS1876503572,19.1973768,72.9761997,Mumbai,400601,15
GS1105274094,19.0738414,72.8338271,Mumbai,400064,16
GS1790820053,18.9466336,72.8288418,Mumbai,400002,11
GS1790820053,18.9569691,72.8183315,Mumbai,400002,8
GS1790820053,18.9569691,72.8183315,Mumbai,400002,8
GS1257126573,19.2141913,72.8621888,Mumbai,400066,12
