awb,lat,lng,city,pincode,cluster
GS1811287719,19.0702022,72.8836703,Mumbai,400070,10
GS1744101219,19.0984078,72.887891,Mumbai,400072,10
GS2031120287,19.033347,72.8432152,Mumbai,400016,16
GS2031120287,19.033347,72.8432152,Mumbai,400016,16
GS1715597720,19.137149,72.8224525,Mumbai,400053,6
GS1000897574,19.1580443,72.9359522,Mumbai,400078,7
GS1669780104,19.1967686,72.8424089,Mumbai,400064,0
GS1652298573,19.0726557,72.913349,Mumbai,400075,10
GS1972943127,19.0172381,72.852448,Mumbai,400014,40
GS1972943127,19.01721573,72.8525238,Mumbai,400014,40
GS1326061347,19.0747117,72.9176813,Mumbai,400078,10
GS1118170449,19.2591372,72.9844401,Mumbai,400601,14
BZPPL00934387,19.1895722,72.8391983,Mumbai,400064,17
GS1696747027,19.2055617,72.8712621,Mumbai,400101,17
GS1849819931,19.1141995,72.8286912,Mumbai,400049,6
GS1404123914,18.9555697,72.8143371,Mumbai,400004,11
GS1287418927,19.0961694,72.8427748,Mumbai,400056,16
GS1032037130,19.1128048,72.865968,Mumbai,400059,9
GS1032037130,19.1128048,72.865968,Mumbai,400059,9
GS2083090313,19.18146896,72.94115448,Mumbai,400080,7
GS1605443005,18.9659251,72.8264205,Mumbai,400008,40
GS2040003410,19.1094268,72.8608561,Mumbai,400099,9
GS1744519159,18.9679228,72.8316078,Mumbai,400008,40
GS1458538132,19.1297463,72.9311425,Mumbai,400042,2
GS1241982163,19.0831003,72.9026557,Mumbai,400086,10
GS2031107299,19.0014295,72.8149327,Mumbai,400018,8
GS2031107299,19.0014295,72.8149327,Mumbai,400018,8
GS1349224414,19.2087061,72.9885003,Mumbai,400601,7
GS1514548502,19.151997,72.8400987,Mumbai,400104,17
GS1119992574,18.9478389,72.826875,Mumbai,400002,11
GS1346805783,19.17659187,72.96604156,Mumbai,400081,15
GS1947137276,19.1434477,72.84775212,Mumbai,400102,17
GS1518942875,19.203486,73.0117476,Mumbai,400605,15
GS1716211207,19.0637073,72.9018272,Mumbai,400089,10
GS1462351929,19.0109822,72.8463784,Mumbai,400015,40
GS1259560357,19.0235976,72.8378125,Mumbai,400028,16
GS1106099700,19.1349077,72.8170128,Mumbai,400061,20
GS1603331287,19.0225245,72.8392378,Mumbai,400028,16
GS1635073396,19.1299554,72.8324957,Mumbai,400058,6
GS2093216872,19.0694164,72.8294613,Mumbai,400052,16
GS2061185277,19.0158595,72.8240375,Mumbai,400102,5
GS2061185277,19.0158595,72.8240375,Mumbai,400102,5
GS2061185277,19.0158595,72.8240375,Mumbai,400102,5
GS1650751057,18.9657188,72.8132737,Mumbai,400007,8
GS1153036005,19.1043629,72.8357537,Mumbai,400056,16
GS1697891109,19.1381245,72.8537634,Mumbai,400060,17
GS1154204943,19.2128793,72.8389932,Mumbai,400078,12
GS2031859829,19.0731301,72.8632586,Mumbai,400098,16
GS1895158086,19.13853645,72.85878754,Mumbai,400060,17
GS1475597368,19.1340105,72.8227219,Mumbai,400053,6
GS2044914792,19.0324439,72.8407472,Mumbai,400016,16
GS1275502643,19.1077972,72.8408012,Mumbai,400056,9
GS1063569208,19.0104094,72.8210707,Mumbai,400025,5
GS1063569208,19.0104094,72.8210707,Mumbai,400025,5
GS2144531075,19.12231,72.8857009,Mumbai,400059,4
GS1442591210,19.1117495,72.8401641,Mumbai,400058,9
GS2000145414,19.1880754,72.8354671,Mumbai,400064,0
GS2052178444,19.10560799,72.88684845,Mumbai,400072,10
GS1016725788,19.1145154,72.8953461,Mumbai,400072,10
GS1323338830,19.1541128,72.8429144,Mumbai,400104,17
GS1470798087,18.9573663,72.8148187,Mumbai,400004,8
GS1680781587,19.2128021,72.8369551,Mumbai,400067,12
GS1677975794,18.9601528,72.8391412,Mumbai,400009,40
GS1121290412,19.1748452,72.9722764,Mumbai,400081,15
GS1547210968,19.1109698,72.8524451,Mumbai,400053,9
GS1225242142,19.0067528,72.8460303,Mumbai,400012,40
GS1225242142,19.0067528,72.8460303,Mumbai,400012,40
GS1029911903,18.9804077,72.8270654,Mumbai,400011,40
GS1628465150,19.2084524,72.987927,Mumbai,400601,7
GS1601176731,19.232068,72.830424,Mumbai,400091,34
GS1782151191,19.0744735,72.8457651,Mumbai,400067,16
GS1833135600,19.1913993,72.8416839,Mumbai,400064,17
GS1262736292,18.9590195,72.8224901,Mumbai,400004,40
GS1703950509,19.1170618,72.8801224,Mumbai,400059,9
GS1703950509,19.1170618,72.8801224,Mumbai,400059,9
GS1877469518,19.1784357,72.9427896,Mumbai,400082,7
GS1012392114,18.9609264,72.8004942,Mumbai,400006,8
GS1094262220,18.9671786,72.8089989,Mumbai,400026,8
GS1865262867,19.2084295,72.9702387,Mumbai,400606,7
GS1633108838,19.1252478,72.8513211,Mumbai,400069,6
GS1975716850,19.186,72.8412535,Mumbai,400064,17
GS1306071347,19.0545834,72.8272802,Mumbai,400008,16
GS1032037130,19.1128048,72.865968,Mumbai,400059,9
GS1032037130,19.1128048,72.865968,Mumbai,400059,9
GS1614849469,19.0563583,72.84814,Mumbai,400051,16
GS1614849469,19.0563583,72.84814,Mumbai,400051,16
GS1221159203,19.0501118,72.9143742,Mumbai,400088,19
GS2128322733,19.1230304,72.9126044,Mumbai,400076,10
GS1686498441,19.11596489,72.83145905,Mumbai,400049,6
GS1611665393,19.1480252,72.8575212,Mumbai,400065,17
GS1081242223,19.1650993,72.936206,Mumbai,400080,7
GS2015565250,19.2006186,73.0063062,Mumbai,400605,15
GS1716333860,19.0730801,72.8782288,Mumbai,400070,10
GS1948248357,19.1163114,72.8588999,Mumbai,400093,9
GS2147422709,19.2418803,72.8699055,Mumbai,400607,12
GS1982743841,19.0100914,72.8462169,Mumbai,400014,40
GS1517171324,19.1164991,72.8574129,Mumbai,400069,9
GS1517171324,19.1164991,72.8574129,Mumbai,400069,9
GS1310128700,19.0541722,72.8909498,Mumbai,400071,10
GS1520808645,19.1185875,72.8904391,Mumbai,400072,10
GS1991284112,19.0840704,72.8380186,Mumbai,400054,16
GS1464726705,19.01821709,72.84250641,Mumbai,400028,40
GS1866358636,19.0787281,72.8428599,Mumbai,400055,16
GS1862988419,19.0344738,73.0089163,Mumbai,400011,23
GS1850850276,19.1452674,73.0451374,Mumbai,400602,22
GS1850850276,19.1452674,73.0451374,Mumbai,400602,22
GS1436323067,19.168827,72.9495464,Mumbai,400080,7
GS1727638890,19.1304743,72.8326925,Mumbai,400053,6
GS2061185277,19.0158595,72.8240375,Mumbai,400102,5
GS2061185277,19.0158595,72.8240375,Mumbai,400102,5
GS2061185277,19.0158595,72.8240375,Mumbai,400102,5
GS2027898593,19.1443004,72.8326463,Mumbai,400102,6
GS2027898593,19.14432716,72.83261871,Mumbai,400102,6
GS1799326797,19.1687565,72.8423773,Mumbai,400104,17
GS1116363499,19.0188958,72.8422075,Mumbai,400028,40
GS1116363499,19.0188958,72.8422075,Mumbai,400028,40
GS2140890328,19.08075,72.837322,Mumbai,400054,16
GS1947137276,19.1434477,72.84775212,Mumbai,400102,17
GS1730645014,18.9987147,72.8286123,Mumbai,400013,40
GS1730645014,18.997608,72.8284689,Mumbai,400013,40
GS2128811422,19.1980425,72.8193283,Mumbai,400095,0
GS1498515864,19.0639898,72.8825627,Mumbai,400024,10
GS1498515864,19.0639898,72.8825627,Mumbai,400024,10
GS1716211207,19.0637073,72.9018272,Mumbai,400089,10
GS2027848224,19.0576875,72.8505251,Mumbai,400051,16
GS2027848224,19.0576875,72.8505251,Mumbai,400051,16
GS1935321364,19.0766468,72.83354187,Mumbai,400054,16
GS1473126924,19.1467053,72.8570866,Mumbai,400065,17
GS1969849015,19.0616777,72.8294333,Mumbai,400050,16
GS1379277377,19.0309067,72.8651997,Mumbai,400037,5
GS1957022009,19.2144069,72.8316951,Mumbai,400067,0
GS1640283260,19.04541969,72.90943909,Mumbai,400085,19
GS1995199201,19.0747873,72.8799032,Mumbai,400070,10
GS1614849469,19.0563583,72.84814,Mumbai,400051,16
GS1614849469,19.0563583,72.84814,Mumbai,400051,16
BZPPL00941123,18.958405,72.8356044,Mumbai,400009,40
BZPPL00941123,18.958405,72.8356044,Mumbai,400009,40
GS1278589984,19.055725,72.833672,Mumbai,400050,16
GS1716140490,19.211514,72.8355313,Mumbai,400067,0
GS1716140490,19.211514,72.8355313,Mumbai,400067,0
GS1836087708,19.1179631,72.9015988,Mumbai,400076,10
GS1367762576,19.19795609,72.8731308,Mumbai,400101,17
BZPPL00962072,19.0555001,72.9149323,Mumbai,400043,19
GS2027898593,19.1443004,72.8326463,Mumbai,400102,6
GS2027898593,19.14432716,72.83261871,Mumbai,400102,6
GS1672308122,18.9941116,72.8141202,Mumbai,400018,8
GS1119765298,19.1759986,72.8541612,Mumbai,400097,17
GS1964162010,19.0930875,72.8865441,Mumbai,400072,10
GS2027848224,19.0576875,72.8505251,Mumbai,400051,16
GS2027848224,19.0576875,72.8505251,Mumbai,400051,16
GS2096302733,19.1738767,72.873816,Mumbai,400063,17
GS1879557639,19.1228971,72.8935473,Mumbai,400072,4
GS1459923277,19.00959969,72.85411835,Mumbai,400031,40
GS1689477331,19.2286492,72.8556413,Mumbai,400091,12
GS1503927219,19.0607296,72.8991809,Mumbai,400071,10
GS1822177391,19.0555398,72.8912759,Mumbai,400071,10
GS1726627931,19.1612612,72.8546077,Mumbai,400063,17
GS1640283260,19.04541969,72.90943909,Mumbai,400085,19
GS1467959031,19.208118,72.9864486,Mumbai,400601,7
GS1434745123,19.25312963,72.98239633,Mumbai,400607,14
GS1084392750,19.1947918,72.8747632,Mumbai,400101,17
GS1498515864,19.0639898,72.8825627,Mumbai,400024,10
GS1498515864,19.0639898,72.8825627,Mumbai,400024,10
GS1616862168,19.0682673,72.8973302,Mumbai,400071,10
GS2080226873,19.1120295,72.8965919,Mumbai,400072,10
GS1116363499,19.0188958,72.8422075,Mumbai,400028,40
GS1116363499,19.0188958,72.8422075,Mumbai,400028,40
GS2088705543,19.232478,72.9855541,Mumbai,400607,3
GS1979996678,19.0966666,72.9175676,Mumbai,400086,10
GS1967262762,19.2024855,72.84176577,Mumbai,400067,0
GS1517171324,19.1164991,72.8574129,Mumbai,400069,9
GS1517171324,19.1164991,72.8574129,Mumbai,400069,9
GS1095089028,19.2211782,72.8582856,Mumbai,400066,12
GS2126132732,19.1292452,72.836039,Mumbai,400093,6
GS1864012532,19.2276126,72.9760422,Mumbai,400610,7
GS1898759198,19.0628651,72.8806733,Mumbai,400024,10
GS1068677077,18.95207977,72.82711792,Mumbai,400002,40
GS2061185277,19.0158595,72.8240375,Mumbai,400102,5
GS2061185277,19.0158595,72.8240375,Mumbai,400102,5
GS2061185277,19.0158595,72.8240375,Mumbai,400102,5
GS1671420659,19.21229172,72.97421265,Mumbai,400606,7
GS1729842408,19.208258,72.9610136,Mumbai,400606,7
GS1291009842,18.97507858,72.82621765,Mumbai,400011,40
GS1238845541,19.16965485,72.95137787,Mumbai,400080,7
GS1785974433,19.1690822,72.8357893,Mumbai,400104,17
GS1236829663,19.0781426,72.8364545,Mumbai,400054,16
GS1495459833,19.0812561,72.8536334,Mumbai,400055,16
GS1114779655,19.0759837,72.8776559,Mumbai,400003,10
GS1114779655,19.0759837,72.8776559,Mumbai,400003,10
GS1114779655,19.0759837,72.8776559,Mumbai,400003,10
GS1681493459,19.1332333,72.8185904,Mumbai,400061,6
GS1681493459,19.1332333,72.8185904,Mumbai,400061,6
GS1273657340,18.9725843,72.8374469,Mumbai,400010,40
GS1291395630,19.1237457,72.9151654,Mumbai,400076,10
GS1678401742,19.17673514,72.94864275,Mumbai,400080,7
GS1926207261,19.0315358,72.8709962,Mumbai,400037,1
GS1221159203,19.0501118,72.9143742,Mumbai,400088,19
GS1265436028,19.0797348,72.83018494,Mumbai,400054,16
GS2082740531,19.0485956,72.8871199,Mumbai,400071,10
GS1556891407,18.9470415,72.8269126,Mumbai,400002,11
GS1533402891,19.06414795,72.92541504,Mumbai,400043,19
GS1556102575,19.0552005,72.8307814,Mumbai,400050,16
GS1158616918,19.1308181,72.9300383,Mumbai,400078,2
GS1748276661,19.1877786,72.8537905,Mumbai,400097,17
GS1137785079,19.1140701,72.9094283,Mumbai,400076,10
GS2140844644,19.0292242,72.8796091,Mumbai,400037,1
GS1498515864,19.0639898,72.8825627,Mumbai,400024,10
GS1498515864,19.0639898,72.8825627,Mumbai,400024,10
GS1086677492,19.1396009,72.82542,Mumbai,400101,6
GS1095775062,19.0710948,72.8829233,Mumbai,400070,10
GS1570968917,19.1220239,72.8869397,Mumbai,400059,4
GS1715597720,19.137149,72.8224525,Mumbai,400053,6
GS2134671940,19.2437276,72.9774282,Mumbai,400607,3
GS1723234222,19.1324989,72.8478717,Mumbai,400102,6
GS1367411432,18.9198416,72.8262532,Mumbai,400005,11
GS1499958112,19.0714661,72.8295502,Mumbai,400052,16
GS1044681650,19.075018,72.8371077,Mumbai,400052,16
GS1044681650,19.075018,72.8371077,Mumbai,400052,16
GS1044681650,19.075018,72.8371077,Mumbai,400052,16
GS1821143613,18.9155633,72.8194675,Mumbai,400005,11
GS1014785190,19.1399434,72.8956458,Mumbai,400087,17
GS1911311884,19.1163857,72.9134194,Mumbai,400076,10
GS1558268424,19.1558819,72.9409099,Mumbai,400078,7
GS1715597720,19.137149,72.8224525,Mumbai,400053,6
GS1316851105,19.0646822,72.8245505,Mumbai,400050,16
GS2014224711,19.217367,72.8296804,Mumbai,400067,0
GS1760183102,19.111193,72.8722447,Mumbai,400059,9
GS1778602462,19.12509537,72.92128754,Mumbai,400076,10
GS1247673049,18.92712021,72.82206726,Mumbai,400021,11
GS1525219792,19.3085335,72.8572297,Mumbai,400064,18
GS1525219792,19.3085335,72.8572297,Mumbai,400064,18
GS1080330449,19.0658938,72.8840003,Mumbai,400024,10
GS2103432388,19.2237043,72.8471407,Mumbai,400092,12
GS1728935171,19.1115955,72.8729072,Mumbai,400077,9
GS1464726705,19.01821709,72.84250641,Mumbai,400028,40
GS2026334871,18.9956604,72.8168491,Mumbai,400018,8
GS1853380959,19.0185993,72.861987,Mumbai,400031,40
GS2007659591,18.983765,72.8277476,Mumbai,400037,40
GS1626767455,19.0522086,72.9115855,Mumbai,400088,19
GS1709184058,19.0891675,72.8370769,Mumbai,400054,16
GS2046023829,19.2007768,72.8172517,Mumbai,400095,34
GS1323338830,19.1541128,72.8429144,Mumbai,400104,17
GS1014642912,19.1096209,72.8238067,Mumbai,400049,6
GS1014642912,19.1096209,72.8238067,Mumbai,400049,6
GS1014642912,19.1096209,72.8238067,Mumbai,400049,6
GS1106099700,19.1349077,72.8170128,Mumbai,400061,20
GS1999311366,19.1794019,72.863671,Mumbai,400097,17
GS1221159203,19.0501118,72.9143742,Mumbai,400088,19
GS1049473781,18.9176117,72.8297152,Mumbai,400005,11
GS1581535778,19.1653625,72.839798,Mumbai,400104,17
GS2011848483,19.1078023,72.8422213,Mumbai,400056,9
GS1595791067,19.0648073,72.859485,Mumbai,400051,16
GS1595791067,19.0648073,72.859485,Mumbai,400051,16
GS1678516538,18.9774652,72.8068758,Mumbai,400026,8
GS1074762153,19.1328156,72.839801,Mumbai,400058,6
GS1074762153,19.1328156,72.839801,Mumbai,400058,6
GS1340463295,18.9596327,72.8218217,Mumbai,400004,40
GS1744519159,18.9679228,72.8316078,Mumbai,400008,40
GS1095089028,19.2211782,72.8582856,Mumbai,400066,12
GS1823766826,19.2131176,72.8319931,Mumbai,400067,0
GS1716140490,19.211514,72.8355313,Mumbai,400067,0
GS1716140490,19.211514,72.8355313,Mumbai,400067,0
GS1650186266,19.1632697,72.8543907,Mumbai,400063,17
GS1052012727,19.2320621,72.9873821,Mumbai,400607,3
GS2088089928,19.1355678,72.8210863,Mumbai,400053,6
GS1880990576,19.0700856,72.8269069,Mumbai,400067,16
GS2000145414,19.1880754,72.8354671,Mumbai,400064,0
GS1442591210,19.1117495,72.8401641,Mumbai,400056,9
GS1316544782,19.1386175,72.8451695,Mumbai,400104,17
GS1316544782,19.1386175,72.8451695,Mumbai,400104,17
GS2023505638,19.065761,72.8936384,Mumbai,400071,10
GS1293299480,19.1672654,72.8520667,Mumbai,400063,17
GS1129720150,19.1659488,72.8329628,Mumbai,400104,17
GS1360258524,19.1980708,72.8456812,Mumbai,400067,17
GS1929692993,19.1521425,72.8442884,Mumbai,400104,17
GS1929692993,19.1521425,72.8442884,Mumbai,400104,17
GS2040003410,19.1094268,72.8608561,Mumbai,400099,9
GS1681493459,19.1332333,72.8185904,Mumbai,400061,6
GS1681493459,19.1332333,72.8185904,Mumbai,400061,6
GS1044681650,19.075018,72.8371077,Mumbai,400052,16
GS1044681650,19.075018,72.8371077,Mumbai,400052,16
GS1044681650,19.075018,72.8371077,Mumbai,400052,16
GS2024512435,19.1788826,72.9595227,Mumbai,400080,7
GS1302523363,19.1748707,72.9643034,Mumbai,400081,15
GS1992350496,19.0548027,72.9049652,Mumbai,400071,10
GS1430414419,18.9238642,72.8237143,Mumbai,400021,11
GS1501978767,19.0282347,72.8785587,Mumbai,400037,1
GS1709184058,19.0891675,72.8370769,Mumbai,400054,16
GS1351100210,18.9947983,72.8487839,Mumbai,400015,40
GS1114779655,19.0759837,72.8776559,Mumbai,400003,10
GS1114779655,19.0759837,72.8776559,Mumbai,400003,10
GS1114779655,19.0759837,72.8776559,Mumbai,400003,10
GS2116816601,18.9751271,72.8487261,Mumbai,400010,40
GS2140494508,19.1358565,72.8563481,Mumbai,400022,17
GS1259382815,18.96542358,72.82160187,Mumbai,400008,40
GS2137244261,18.9670902,72.8189514,Mumbai,400008,40
GS1567767145,18.97126637,72.82181883,Mumbai,400008,40
GS1703950509,19.1170618,72.8801224,Mumbai,400059,9
GS1703950509,19.1170618,72.8801224,Mumbai,400059,9
GS1730645014,18.9987147,72.8286123,Mumbai,400013,40
GS1730645014,18.997608,72.8284689,Mumbai,400013,40
GS1056677537,19.0261888,72.8631388,Mumbai,400037,5
GS1660028239,19.110976,72.872203,Mumbai,400059,9
GS1660028239,19.110976,72.872203,Mumbai,400059,9
GS1132055647,19.042728,72.8179996,Mumbai,400050,16
GS1469809574,19.2132365,72.8636244,Mumbai,400101,12
GS1428032625,18.96071815,72.80953217,Mumbai,400007,8
GS1935855435,19.0696383,72.8742299,Mumbai,400070,10
GS1258145220,19.1416536,72.8528634,Mumbai,400060,17
GS2123266054,19.1055301,72.8986004,Mumbai,400072,10
GS1108749682,19.0693122,72.9150871,Mumbai,400093,10
GS1423434571,19.1858028,72.835477,Mumbai,400072,0
GS2006763880,19.1990038,72.8715971,Mumbai,400101,17
GS1134043999,19.0679117,72.8958777,Mumbai,400089,10
GS1963398317,19.1089105,72.868305,Mumbai,400059,9
GS1936029132,19.1010817,72.8436965,Mumbai,400056,16
GS2040003410,19.1094268,72.8608561,Mumbai,400099,9
GS1736778770,19.1112306,72.9016474,Mumbai,400072,10
GS1470798087,18.9573663,72.8148187,Mumbai,400004,8
GS1984216121,19.219448,72.8623212,Mumbai,400066,12
GS1929692993,19.1521425,72.8442884,Mumbai,400104,17
GS1929692993,19.1521425,72.8442884,Mumbai,400104,17
GS1773832843,19.2137876,72.862636,Mumbai,400101,12
GS1238845541,19.16965485,72.95137787,Mumbai,400080,7
GS1094870795,19.2563493,72.9709481,Mumbai,400607,13
GS1114779655,19.0759837,72.8776559,Mumbai,400003,10
GS1114779655,19.0759837,72.8776559,Mumbai,400003,10
GS1114779655,19.0759837,72.8776559,Mumbai,400003,10
GS1629130191,19.2354704,72.8439045,Mumbai,400091,12
GS1355968714,18.9605453,72.839,Mumbai,400009,40
GS1273700865,19.06390577,72.89302815,Mumbai,400071,10
GS1940466132,19.2007768,72.8172517,Mumbai,400095,34
GS1752148281,19.1977507,72.8098,Mumbai,400095,34
GS1752148281,19.1977507,72.8098,Mumbai,400095,34
GS1752148281,19.1977507,72.8098,Mumbai,400095,34
GS1656681115,19.1690822,72.8357893,Mumbai,400104,17
GS1595791067,19.0648073,72.859485,Mumbai,400051,16
GS1595791067,19.0648073,72.859485,Mumbai,400051,16
GS1866358636,19.0787281,72.8428599,Mumbai,400055,16
GS1008104036,19.1032505,72.92709351,Mumbai,400079,10
GS1458819776,19.2841103,72.9562086,Mumbai,400615,13
GS1855499413,19.1580421,72.8358177,Mumbai,400037,17
GS1012328596,19.0308233,72.8595789,Mumbai,400022,5
GS1352022886,19.1827178,72.9451556,Mumbai,400080,7
GS1014642912,19.1096209,72.8238067,Mumbai,400049,6
GS1014642912,19.1096209,72.8238067,Mumbai,400049,6
GS1014642912,19.1096209,72.8238067,Mumbai,400049,6
GS1523835498,19.2156679,72.8254684,Mumbai,400067,34
GS1703950509,19.1170618,72.8801224,Mumbai,400059,9
GS1703950509,19.1170618,72.8801224,Mumbai,400059,9
GS2074185133,19.09454536,72.89340973,Mumbai,400084,10
GS1237665587,19.1500206,72.8360328,Mumbai,400102,17
GS1262736292,18.9590195,72.8224901,Mumbai,400004,40
GS1902180002,18.9682822,72.8131894,Mumbai,400007,8
GS1575119270,19.1619462,72.8457553,Mumbai,400014,17
BZPPL00939779,19.0433737,72.8605321,Mumbai,400017,16
GS2061882172,19.08291,72.8499555,Mumbai,400055,16
GS1216625328,19.0632206,72.8924234,Mumbai,400071,10
GS1074762153,19.1328156,72.839801,Mumbai,400058,6
GS1074762153,19.1328156,72.839801,Mumbai,400058,6
GS1365915131,19.0039533,72.8498863,Mumbai,400012,40
GS1513904676,18.96370763,72.83611033,Mumbai,400008,40
GS1594701495,19.1398407,72.827338,Mumbai,400053,6
GS1853380959,19.0185993,72.861987,Mumbai,400031,40
GS1874996975,19.0030617,72.8384901,Mumbai,400012,40
GS1877372865,19.2293476,72.8496437,Mumbai,400092,12
GS1159699224,18.9175612,72.8237374,Mumbai,400005,11
GS2031107299,19.0014295,72.8149327,Mumbai,400018,8
GS2031107299,19.0014295,72.8149327,Mumbai,400018,8
GS1703950509,19.1170618,72.8801224,Mumbai,400059,9
GS1703950509,19.1170618,72.8801224,Mumbai,400059,9
GS1824667519,19.1170727,72.8943953,Mumbai,400072,10
GS1323732840,19.223057,72.988121,Mumbai,400607,3
BZPPL00941123,18.958405,72.8356044,Mumbai,400009,40
BZPPL00941123,18.958405,72.8356044,Mumbai,400009,40
GS1790722144,19.0020622,72.8245683,Mumbai,400050,40
GS1648524746,19.202926,72.8579173,Mumbai,400101,17
GS1020657155,18.9571803,72.8206045,Mumbai,400004,8
GS1193156027,19.2537696,72.849458,Mumbai,400103,12
GS1084558842,19.1733156,72.871648,Mumbai,400063,17
GS1351822615,19.2236096,72.854992,Mumbai,400092,12
GS1489955873,19.015246,72.8568881,Mumbai,400031,40
GS1951563168,19.17631531,72.83381653,Mumbai,400064,17
GS1104922204,19.1939654,72.8333157,Mumbai,400064,0
GS1744519159,18.9679228,72.8316078,Mumbai,400008,40
GS1183124591,19.085234,72.8839125,Mumbai,400070,10
GS1616040821,19.1419605,72.8050351,Mumbai,400061,20
GS1518877000,18.96568489,72.8237381,Mumbai,400008,40
GS1327727472,19.0378811,72.8950667,Mumbai,400074,1
GS1138936956,19.2072531,72.9577753,Mumbai,400606,7
GS1175031834,18.9527629,72.8316561,Mumbai,400003,40
GS1525219792,19.3085335,72.8572297,Mumbai,400064,18
GS1525219792,19.3085335,72.8572297,Mumbai,400064,18
GS1406355903,18.9169873,72.8188674,Mumbai,400005,11
GS1849876487,18.9496797,72.7978322,Mumbai,400006,11
GS1551353408,19.10563278,72.90007019,Mumbai,400072,10
GS2132855237,19.18314934,72.98155212,Mumbai,400603,15
GS2061185277,19.0158595,72.8240375,Mumbai,400102,5
GS2061185277,19.0158595,72.8240375,Mumbai,400102,5
GS2061185277,19.0158595,72.8240375,Mumbai,400102,5
GS1175735292,19.044212,72.8446852,Mumbai,400016,16
GS1689477331,19.2286492,72.8556413,Mumbai,400091,12
GS1708309416,18.9027723,72.8109274,Mumbai,400005,11
GS1240180916,18.9178241,72.8290153,Mumbai,400005,11
GS1238297018,19.0732854,72.8825223,Mumbai,400070,10
GS2136109213,19.134118,72.847532,Mumbai,400102,17
BZPPL00961360,19.0368748,72.8726347,Mumbai,400037,9
GS1431492010,19.1370149,72.8083341,Mumbai,400058,20
GS1044681650,19.075018,72.8371077,Mumbai,400052,16
GS1044681650,19.075018,72.8371077,Mumbai,400052,16
GS1044681650,19.075018,72.8371077,Mumbai,400052,16
GS1355393062,19.061896,72.9059737,Mumbai,400072,10
GS1401319748,19.1977507,72.8098,Mumbai,400095,34
GS1138936956,19.2072531,72.9577753,Mumbai,400606,7
GS2144668163,19.1834659,72.9387664,Mumbai,400080,7
GS1599328697,19.1741321,72.9579963,Mumbai,400080,7
GS1037047808,19.2321655,72.8286716,Mumbai,400096,34
GS1011093158,19.0599613,72.8276446,Mumbai,400050,16
GS1011093158,19.0599613,72.8276446,Mumbai,400050,16
GS1234846387,19.1330605,72.9151061,Mumbai,400076,4
GS1571803452,19.1238965,72.8578737,Mumbai,400093,6
GS1670504101,19.1752581,72.8614875,Mumbai,400097,17
GS1902294318,19.1545611,72.9465641,Mumbai,400081,7
GS1783425041,19.2222503,72.9875365,Mumbai,400608,7
GS1343438924,19.2069744,72.8493093,Mumbai,400067,12
GS1356697935,19.0818527,72.8458434,Mumbai,400055,16
GS1699289914,19.08132744,72.85742188,Mumbai,400055,16
GS2046734695,19.190046,72.969515,Mumbai,400602,15
GS1712714774,19.2027601,72.8748026,Mumbai,400101,17
GS1799457407,19.1352454,72.8323195,Mumbai,400102,6
GS1799457407,19.15053368,72.83651733,Mumbai,400102,17
GS1799457407,19.15053368,72.83651733,Mumbai,400102,17
GS1219688677,18.9637522,72.8118045,Mumbai,400026,8
GS1219688677,18.9637522,72.8118045,Mumbai,400026,8
GS1023261919,18.98930168,72.83848572,Mumbai,400012,40
GS1023261919,18.98930168,72.83848572,Mumbai,400012,40
GS1039321387,19.0617903,72.8526103,Mumbai,400051,16
GS2043361250,19.0493833,72.8762862,Mumbai,400022,9
GS1439961585,19.0759837,72.8776559,Mumbai,400051,10
GS1666245555,19.1049509,72.8418477,Mumbai,400001,9
GS1191626896,19.0807524,72.8509133,Mumbai,400055,16
GS1249697889,19.2249888,72.9603057,Mumbai,400610,7
GS1244594216,19.2121205,72.8792454,Mumbai,400043,17
GS1295739027,18.9604733,72.8245073,Mumbai,400004,40
GS1201534036,19.16758,72.833306,Mumbai,400104,17
GS1201534036,19.16758,72.833306,Mumbai,400104,17
GS1903516533,19.1031567,72.8412088,Mumbai,400064,16
GS1903516533,19.1031567,72.8412088,Mumbai,400064,16
GS1661083845,19.2332529,72.9892725,Mumbai,400607,3
GS1379031749,18.911899,72.818154,Mumbai,400005,11
GS1443947577,19.1685635,72.9437039,Mumbai,400080,7
GS1507603810,19.0056663,72.8465198,Mumbai,400012,40
GS1507603810,19.0056663,72.8465198,Mumbai,400012,40
GS1963725162,19.0769652,72.9008813,Mumbai,400077,10
GS1164287655,19.0665011,72.879492,Mumbai,400070,10
GS1543984597,19.006085,72.8475536,Mumbai,400012,40
GS1543984597,19.006085,72.8475536,Mumbai,400012,40
GS1359858320,19.0896414,72.8863748,Mumbai,400072,10
GS1526811975,19.210003,72.8734572,Mumbai,400101,17
GS1056648361,19.0221278,72.8729633,Mumbai,400037,40
GS1056648361,19.0221278,72.8729633,Mumbai,400037,40
GS1953191457,19.1045141,72.8490786,Mumbai,400059,9
GS1787550993,19.21342659,72.83813477,Mumbai,400067,12
GS1700481335,19.227599,72.8406734,Mumbai,400091,12
GS1019281376,19.1253316,72.9179694,Mumbai,400076,10
GS1768681062,19.2091035,72.8368557,Mumbai,400067,0
GS1222347158,19.1529808,72.8446173,Mumbai,400104,17
GS1527570290,19.0935258,72.9104958,Mumbai,400086,10
BZPPL00919945,19.067853766034144,72.88764199385989,Mumbai,400024,10
